cap-diameter,cap-shape,cap-surface,cap-color,does-bruise-or-bleed,gill-attachment,gill-spacing,gill-color,stem-height,stem-width,stem-root,stem-surface,stem-color,veil-type,veil-color,has-ring,ring-type,spore-print-color,habitat,season,class
4.87,o,l,n,f,f,f,f,7.31,55.33,,,n,,,f,f,g,l,w,e
2.98,s,d,w,f,a,d,w,3.94,2.49,,h,w,,,f,f,,g,a,p
6.14,f,,g,f,d,c,w,5.32,9.64,b,,n,,,f,f,,l,w,p
6.77,x,y,y,f,a,c,y,9.14,10.23,,y,y,,,t,,,d,u,p
6.12,s,d,n,t,d,c,w,7.02,8.82,,,n,,,f,f,,d,a,p
15.54,x,t,n,t,d,c,n,5.26,24.75,,,g,,,f,f,,g,u,p
3.19,b,y,n,f,,c,u,5.09,4.48,s,s,w,,,f,f,,d,a,p
3.71,x,h,o,f,a,d,w,4.67,5.02,,k,o,,,f,f,,d,a,e
7.09,o,k,y,f,,c,y,1.33,13.14,,,n,,,f,f,,d,w,p
0.73,x,g,o,f,,,y,3.59,0.76,,,y,,,f,f,,d,a,p
8.17,x,i,y,f,a,c,n,8.86,9.21,,i,n,,k,t,z,k,g,a,p
3.03,b,,k,f,a,,n,9.17,2.66,,,g,,w,f,f,k,g,a,p
4.9,x,s,n,f,s,,g,4.76,5.51,,y,n,,,f,f,,d,a,p
4.15,o,,w,f,f,f,f,5.02,28.2,,g,w,,,t,f,,d,a,p
4.43,x,t,n,f,s,c,p,6.3,9.35,,,w,,n,t,z,,d,a,p
4.12,x,,b,f,x,,w,4.71,6.08,,,w,,,f,f,,d,a,p
7.35,x,l,w,f,d,,w,3.38,7.79,,,w,,,f,f,,g,u,e
7.92,x,h,y,f,p,,y,6.84,14.34,,,y,,y,t,,,d,u,e
1.64,c,t,y,f,,,n,6.88,2.83,,,y,,,f,f,,g,a,p
7.69,p,s,w,f,e,c,p,6.05,14.22,,,w,,w,t,e,,g,a,e
3.18,f,d,b,f,x,c,y,4.52,2.5,b,s,n,,,f,f,,l,a,p
8.05,x,,w,f,e,,w,6.58,14.41,b,,w,u,y,t,g,,d,a,e
5.2,c,i,y,f,,c,n,5.9,7.2,,,w,,,f,f,,d,a,p
3.07,f,,u,f,a,,w,4.08,6.5,,,y,,,f,f,,d,a,p
2.9,o,,k,f,f,f,f,3.55,13.88,,g,n,,,f,f,,d,u,p
5.18,s,d,y,f,d,c,o,2.89,6.29,,,y,,,f,f,,h,a,p
19.38,p,w,n,f,p,,y,18.14,72.64,,,n,,,f,f,,d,u,e
20.58,f,s,k,f,a,d,y,6.84,21.72,,,w,,,f,f,w,d,w,e
4.89,o,,w,f,f,f,f,6.2,35.07,,g,w,,,t,f,,d,a,p
4.48,x,t,o,f,a,c,y,5.93,6.88,,g,o,,,f,f,,g,u,p
3.14,x,y,o,f,d,,o,3.26,5.65,,,o,,,f,f,,h,a,p
14.96,f,t,n,t,d,c,n,5.2,26.49,,,r,,,f,f,,g,u,p
4.63,x,t,o,f,a,c,n,5.34,6.54,,y,o,,,t,z,,d,a,p
13.43,f,g,e,f,e,,w,16.88,17.61,s,y,w,u,w,t,g,,d,u,p
3.38,f,d,p,f,a,,r,4.76,5.27,,t,y,,,f,f,,d,a,p
8.25,x,s,n,f,e,c,p,4.72,9.09,,i,n,,,f,f,p,d,w,e
7.44,x,i,n,f,a,c,k,8.08,8.09,,i,n,,k,t,z,k,d,u,p
5.7,x,,p,f,,c,r,3.08,12.23,,,y,,,f,f,,d,a,p
7.36,x,,n,t,p,,g,10.13,23.87,,y,w,,,f,f,,d,a,e
6.89,x,d,e,t,d,c,w,8.89,10.37,,,e,,,f,f,,d,a,p
5.43,f,h,o,f,a,d,w,10.37,6.9,,s,n,,,f,f,,d,s,e
8.01,x,,y,f,a,c,w,6.28,16.48,,,g,,,f,f,,d,a,e
9.76,x,e,l,f,x,c,w,7.24,16.86,,,w,,,f,f,,d,u,e
6.02,s,,n,t,d,c,p,5.71,6.05,,,n,,,f,f,,d,u,p
1.02,b,t,y,f,,c,k,3.79,2.52,,,n,,,t,f,,g,a,p
7.17,s,d,e,t,d,c,w,5.62,8.81,,,n,,,f,f,,d,a,p
3.29,b,w,u,f,a,c,g,5.54,5.41,,s,u,,,f,f,,l,a,p
2.92,f,w,n,t,d,c,n,3.9,7.12,,,n,,,f,f,,d,u,p
3.15,f,,w,f,x,c,p,8.43,3.92,,,n,,,f,f,,l,a,p
9.09,x,s,n,f,e,c,p,6.63,9.95,,i,w,,,f,f,p,d,w,e
6.26,s,,n,f,d,c,w,4.43,8.2,,s,w,,,f,f,,d,a,e
9.74,x,h,w,f,s,,p,7.83,16.8,,i,n,,,f,f,,d,u,p
17.16,x,k,w,t,d,d,w,7.03,30.94,,,w,,,f,f,,d,u,p
8.39,x,,g,f,a,,w,7.88,13.18,,,g,,,f,f,,g,a,e
5.03,x,,w,f,e,,w,5.62,12.24,b,,y,u,w,t,g,,d,a,e
3.16,x,h,e,f,a,c,e,4.71,6.81,,,e,,,f,f,,m,u,e
3.84,x,i,e,f,,,e,4.69,4.87,,,e,,,f,f,n,d,a,p
8.22,f,t,n,f,s,,n,10.84,13.95,,t,n,,,f,f,,d,a,e
9.82,x,t,n,t,p,,y,8.29,21.61,,,n,,,f,f,,d,u,e
17.89,p,d,o,f,p,,w,15.61,33.96,s,y,w,,,f,f,,d,a,e
18.51,x,g,o,f,p,,y,6.04,44.61,,,n,,,f,f,,d,a,p
4.59,x,,p,f,,c,w,3.37,13.05,,,y,,,f,f,,d,a,p
5.09,s,d,y,f,d,c,o,3.15,6.44,,,o,,,f,f,,d,u,p
8.6,x,s,k,f,a,c,w,4.37,14.32,,,w,,,f,f,,d,u,e
9.73,p,,n,f,p,,w,9.28,31.77,c,,n,,,f,f,w,d,u,p
5.47,c,i,y,f,,c,n,7.15,8.05,,,w,,,f,f,,d,a,p
2.82,s,y,n,f,a,d,p,5.46,3.16,,i,n,,,f,f,,l,u,e
5.38,f,k,n,f,p,,n,3.64,5.62,,k,n,,,t,f,,d,u,p
8.6,f,s,o,f,s,,n,9.24,12.99,,i,n,,,f,f,,d,a,e
6.57,b,h,k,f,s,d,g,5.05,10.68,,s,g,,,f,f,,d,u,e
2.57,x,y,n,f,a,,w,5.03,3.28,,y,n,,,t,r,,h,a,p
10.96,s,,w,t,d,c,p,5.96,23.75,,,w,,,f,f,,d,u,e
1.51,b,h,n,f,a,,n,3.85,1.4,,t,n,,,f,f,,g,a,p
2.25,f,d,p,f,a,,r,4.33,4.94,,t,r,,,f,f,,g,u,p
7.08,f,t,e,f,x,d,w,5.6,17.25,b,,w,,,f,f,,d,u,p
7.19,x,l,w,f,d,,p,3.13,8.85,,,w,,,f,f,,d,u,e
7.75,f,,r,f,x,c,y,6.07,11.25,,,w,,,f,f,,d,a,p
8.06,s,l,w,f,d,,w,3.48,8.83,,,w,,,f,f,,d,a,e
7.3,x,d,n,f,a,c,n,5.55,7.02,,i,y,,,t,,,d,a,p
10.27,x,e,l,f,x,c,w,8.04,23.74,,,w,,,f,f,,d,a,e
2.01,p,t,n,f,a,c,g,7.21,2.52,,t,y,,,t,e,,m,s,p
6.72,p,y,n,f,,,g,14.43,14.42,,s,w,,,t,z,,g,a,p
5.97,c,k,y,t,x,c,p,5.13,11.84,,,w,,,f,f,,g,s,p
2.83,x,s,o,f,a,c,y,5.04,5.93,,g,o,,,f,f,,g,u,p
3.28,c,,w,f,a,c,n,3.88,3.89,,i,w,,,f,f,,p,u,p
8.68,x,s,n,t,p,,n,8.36,17.07,,,n,,w,t,p,,d,u,e
3.32,b,y,n,f,,c,n,6.21,3.11,,,w,,,f,f,,d,u,e
1.44,c,g,n,f,a,,g,5.13,1.47,,,g,,,f,f,,d,u,e
7.02,f,,y,f,a,c,w,7.16,15.86,,,w,,,f,f,,d,u,e
2.74,b,y,n,f,,c,k,5.66,2.63,,,w,,,f,f,,d,a,e
6.4,x,d,e,t,p,,y,5.38,11.65,,,e,,,f,f,,d,u,e
7.56,s,,o,t,d,,o,4.44,11.87,,,w,,,t,f,,d,u,p
10.33,s,t,w,t,d,c,o,6.73,18.3,,,w,,,f,f,,d,u,e
5.2,x,h,y,t,x,c,y,6.65,12.4,,,w,,,f,f,,d,u,e
9.28,f,s,w,t,e,,g,7.19,17.07,s,,w,,,t,r,,m,u,e
8.22,x,i,n,f,a,c,k,9.24,8.58,,i,n,,k,t,z,k,d,u,p
5.09,x,d,n,t,p,,y,4.71,12.91,,,y,,,f,f,,d,a,e
3.97,b,t,l,f,s,c,g,6.63,7.15,,y,w,,,t,e,u,m,a,p
6.5,f,w,y,f,f,f,f,6.39,16.58,,,y,,,f,f,,d,a,e
8.34,x,t,y,t,x,c,y,8.82,16.61,,,w,,,f,f,,d,a,e
9.34,x,s,n,f,e,c,p,6.12,9.77,,i,n,,,f,f,p,d,s,e
9.03,o,e,o,f,,c,y,1.62,17.1,,,n,,,f,f,,d,w,p
1.51,x,w,g,f,,d,k,4.7,2.19,,,w,,,f,f,,d,a,e
6.91,s,,n,f,d,c,w,5.6,8.32,,s,w,,,f,f,,d,u,e
12.4,f,,g,f,e,,w,11.14,15.52,,,w,u,w,t,g,,d,a,p
3.22,x,k,n,f,p,,n,4.03,9.95,,,y,,,f,f,,d,a,e
2.71,f,t,r,f,a,,y,4.67,4.98,,t,r,,,f,f,,m,a,p
10.21,o,,n,f,f,f,f,3.6,24.27,,g,n,,,f,f,,d,u,p
6.33,f,t,y,f,x,c,y,5.55,16.38,,,y,,,f,f,,d,a,p
0.91,b,g,w,f,,,g,2.44,1.1,,,w,,,f,f,,d,s,e
10.69,x,t,n,t,p,,y,7.71,21.66,,,n,,,f,f,,d,a,e
6.69,x,y,n,f,e,c,n,4.7,12.72,,,w,,,t,l,,w,a,e
3.74,x,h,n,f,,c,k,6.14,6.72,,s,w,,w,f,f,k,d,a,e
5.12,f,l,y,f,x,d,n,7.32,5.78,,,y,,,f,f,,d,u,p
4.45,f,l,e,f,x,d,n,5.75,5.46,,,y,,,f,f,,l,a,p
5.62,p,,n,f,f,f,f,5.67,22.01,,,n,,,f,f,,d,s,e
1.68,p,t,n,f,a,c,g,6.45,2.57,,t,y,,,t,e,,m,s,p
11.59,s,,y,t,d,,o,5.96,12.94,,,w,,,t,f,,d,u,p
15.72,f,e,n,f,d,c,w,10.54,27.26,s,,w,,,f,f,,l,w,e
6.32,x,h,n,f,x,c,w,5.31,6.36,,s,n,,,t,r,,d,u,e
6.16,x,h,n,f,a,d,n,6.82,5.51,,t,w,,,t,l,,d,u,e
1.86,f,i,k,f,a,,w,2.87,2.41,,,w,,,f,f,p,g,a,p
5.62,s,,n,f,d,c,w,4.87,8.33,,s,w,,,f,f,,d,u,e
6.71,x,d,e,t,p,,y,5.33,11.02,,,y,,,f,f,,d,u,e
6.83,f,h,e,f,x,d,w,6.83,17.83,b,,w,,,f,f,,d,u,p
4.35,f,,n,f,x,c,p,7.89,4.43,,,p,,,f,f,,d,u,p
3.67,x,,y,f,a,c,y,3.46,7.92,,,w,,,f,f,,d,a,e
6.84,b,t,w,f,e,c,w,12.22,12.07,,y,w,u,w,t,e,,d,a,p
6.33,f,s,b,f,x,c,w,6.99,10.61,,s,n,,,f,f,,l,w,e
8.64,o,,n,f,,,w,4.22,21.96,,,n,,,f,f,,d,u,e
7.89,x,,n,t,x,,n,7.48,17.11,s,,g,,u,f,f,,d,a,p
8.83,x,y,w,t,,,n,8.47,14.65,s,,w,,,t,l,,g,a,p
10.53,x,y,y,f,a,c,y,12.12,13.74,,y,n,,,t,,,d,u,p
4.09,x,,p,f,,c,w,3.11,12.17,,,y,,,f,f,,d,a,p
6.21,x,,g,t,p,,g,11.48,24.16,,y,w,,,f,f,,d,u,e
13.46,s,t,g,t,d,c,n,4.76,24.42,,,n,,,f,f,,d,u,p
6.64,x,t,y,f,p,,y,7.54,14.1,,,y,,y,t,,,d,a,e
7.37,x,h,y,f,p,,y,6.51,14.9,,,y,,y,t,,,d,a,e
3.19,x,,e,f,x,,w,4.32,5.78,,,w,,,f,f,,d,a,p
14.27,x,s,g,f,s,,y,8.77,18.39,,i,n,,,f,f,,d,a,p
2.98,o,l,g,f,f,f,f,0.0,0.0,f,f,f,,,f,f,,d,s,p
7.45,o,k,r,f,,c,o,1.26,12.43,,,n,,,f,f,,d,a,p
5.87,c,k,w,t,x,c,r,6.44,13.16,,,w,,,f,f,,g,a,p
1.56,x,s,n,f,d,,w,5.59,1.66,,t,y,,,f,f,,g,u,e
6.2,s,,r,t,d,,o,4.45,11.92,,,w,,,t,f,,d,a,p
4.03,x,,y,f,x,c,u,6.13,3.82,,,w,,,f,f,,d,a,e
13.34,s,t,r,t,d,c,b,5.4,26.13,,,r,,,f,f,,l,a,p
7.47,x,h,y,f,p,,y,6.85,15.23,,,y,,y,t,,,d,a,e
3.22,o,,g,f,f,f,f,3.8,15.52,,g,g,,,f,f,,d,u,p
3.84,f,k,w,f,s,,p,4.19,3.15,,,n,,,f,f,p,g,a,p
8.08,x,y,w,t,,,g,8.06,13.74,s,,w,,,t,l,,g,u,p
1.68,x,k,n,f,,,n,4.58,1.63,,,n,,,f,f,,d,u,p
4.54,x,s,y,f,,c,r,9.71,8.39,,,y,u,w,t,z,k,d,a,p
2.27,f,h,n,f,,,y,7.38,2.78,,,y,,,f,f,,g,a,p
3.22,s,,y,f,f,f,f,6.9,8.16,,,y,,,f,f,,d,a,e
6.02,x,s,b,f,x,c,w,6.83,9.76,,s,n,,,f,f,,l,a,e
1.3,x,w,g,f,,d,k,4.24,2.33,,,w,,,f,f,,g,s,e
12.69,o,,n,f,f,f,f,4.68,25.69,,g,n,,,f,f,,d,s,p
11.25,o,,e,f,f,f,f,3.97,25.93,,g,n,,,f,f,,d,s,p
1.43,x,s,y,f,a,,w,5.65,2.05,,t,y,,,f,f,,g,a,e
7.17,s,d,n,t,d,c,y,5.88,9.08,,,n,,,f,f,,d,u,p
12.04,x,t,n,f,a,d,w,9.39,31.18,,,w,,,f,f,,d,u,p
3.15,x,s,w,f,d,c,w,3.17,7.99,,,w,,,f,f,,g,u,p
0.87,b,t,n,f,,c,k,4.37,2.71,,,n,,,t,f,,m,a,p
18.34,f,k,n,f,d,c,y,6.5,39.64,,k,n,,,f,f,,d,a,p
19.14,p,y,n,f,,,w,25.28,19.12,s,,n,,,t,m,,m,u,e
9.65,x,i,o,f,a,,o,10.14,21.18,r,,o,,,t,r,n,d,u,p
5.25,x,h,n,f,x,c,w,6.09,6.78,,s,n,,,t,r,,d,a,e
3.69,x,h,n,f,,c,k,5.71,6.34,,s,w,,w,f,f,k,d,u,e
9.21,s,,y,f,a,c,w,7.05,15.14,,,g,,,f,f,,d,a,e
6.87,f,,r,f,x,c,n,5.63,10.12,,,w,,,f,f,,d,a,p
2.57,b,y,n,f,,c,k,6.34,3.16,,,w,,,f,f,,d,w,e
6.76,f,y,w,f,e,c,k,4.15,11.96,,,w,,w,t,e,,m,u,e
8.71,s,,n,f,,,w,3.84,22.9,,,n,,,f,f,,d,a,e
4.02,x,s,r,t,s,d,w,4.22,11.73,r,i,w,,,f,f,,d,a,p
9.48,x,e,n,f,a,,n,11.95,16.07,s,,n,,e,f,f,,d,a,p
8.84,x,t,n,t,p,,y,6.59,16.94,,,n,,w,t,p,,d,a,e
4.61,f,k,y,f,p,,n,3.0,5.01,,k,n,,,t,f,,d,u,p
3.62,b,w,r,f,a,,y,4.86,5.99,,t,y,,,f,f,,d,a,p
2.85,b,y,n,f,,c,u,5.12,4.39,s,s,w,,,f,f,,d,a,p
5.6,f,h,g,f,s,d,g,5.69,10.89,,s,g,,,f,f,,d,u,e
7.16,s,d,n,t,d,c,w,6.43,8.06,,,e,,,f,f,,d,a,p
1.3,b,h,n,f,a,,n,4.39,1.58,,t,n,,,f,f,,h,a,p
4.48,b,t,n,f,x,c,p,6.78,5.29,,i,n,,,f,f,,d,a,p
2.58,f,d,n,f,x,c,y,3.87,2.9,b,i,n,,,f,f,,l,a,p
7.25,x,d,n,t,p,,y,5.62,12.73,,,y,,,f,f,,d,u,e
0.72,x,g,o,f,,,y,3.56,0.75,,,w,,,f,f,,d,a,p
4.22,o,s,o,f,f,f,f,0.0,0.0,f,f,f,,,t,f,,d,u,p
12.87,f,h,e,f,e,,w,16.52,17.5,s,y,w,u,w,t,g,,d,w,p
8.98,f,,n,f,x,c,w,10.9,13.88,r,i,w,,,f,f,,d,u,p
6.06,x,k,n,f,d,c,y,5.39,6.16,,i,y,,,t,,,d,a,p
6.72,f,w,y,f,f,f,f,6.67,18.12,,,y,,,f,f,,d,u,e
9.9,f,,n,f,s,c,p,7.89,19.57,b,,u,,,f,f,,g,a,e
17.13,p,t,n,f,p,,y,14.33,62.02,,,n,,,f,f,,d,a,e
4.89,f,h,o,f,a,d,y,7.6,5.82,,k,o,,,f,f,,d,w,e
7.52,x,,p,f,x,c,w,6.51,15.89,,s,w,,,f,f,,d,a,e
5.57,x,,y,f,a,c,o,5.47,12.0,,,w,,,f,f,,d,u,e
4.58,x,,w,f,d,,r,6.2,7.02,,,r,,,f,f,,l,u,e
11.04,x,t,n,t,p,,y,8.91,23.1,,,n,,,f,f,,d,u,e
1.3,x,g,n,f,d,d,n,1.4,2.19,,s,n,,,f,f,,d,u,p
4.39,b,h,n,f,,,n,11.72,6.93,,,w,,,t,,k,g,u,p
8.82,f,h,o,f,s,,n,9.64,13.62,,i,n,,,f,f,,d,a,e
9.25,f,,w,f,x,c,w,9.79,11.2,r,i,w,,,f,f,,d,a,p
13.3,f,t,n,t,d,c,n,5.53,13.73,,,n,,,f,f,,h,a,p
5.68,x,g,n,f,e,,w,6.86,15.3,,y,w,u,w,t,p,,d,a,p
4.41,o,t,w,f,,c,w,0.0,0.0,f,f,f,,,f,f,n,d,a,p
9.35,f,e,b,f,,c,b,4.26,14.91,,,w,,,t,f,,d,a,e
3.75,b,y,n,f,,c,u,5.83,4.58,s,s,w,,,f,f,,d,a,p
3.13,x,k,n,f,p,,n,4.04,8.28,,,n,,,f,f,,d,a,e
8.23,x,y,w,t,,,w,8.6,14.93,s,,w,,,t,l,,g,a,p
2.39,x,h,e,f,a,c,e,4.41,6.53,,,e,,,f,f,,m,a,e
0.99,x,g,n,t,a,,w,5.65,1.11,,,n,,,f,f,,d,u,e
7.61,o,,n,f,,,w,4.29,19.64,,,n,,,f,f,,d,u,e
8.67,o,,n,f,,,w,3.94,20.43,,,n,,,f,f,,d,a,e
4.85,f,h,g,f,s,d,g,5.26,10.17,,s,g,,,f,f,,d,u,e
17.87,s,s,n,f,d,c,y,6.6,39.1,,k,n,,,f,f,,d,u,p
11.66,f,s,k,f,a,c,w,4.65,16.94,,,w,,,f,f,,d,a,e
1.55,x,g,n,f,a,,w,5.58,1.53,,t,y,,,f,f,,d,u,e
2.16,x,s,o,f,a,,y,2.64,5.54,,,y,,,f,f,,h,a,p
3.68,b,g,w,f,x,d,w,5.09,3.16,,,y,,,f,f,,g,a,e
7.47,f,,r,f,x,c,n,6.08,12.13,,,w,,,f,f,,d,u,p
7.57,x,t,n,f,a,d,n,7.35,6.14,,t,g,,,t,l,,d,a,e
39.79,o,y,y,f,p,,y,4.53,32.07,,k,k,,,f,f,,d,u,e
5.61,x,,y,f,s,d,y,4.56,11.82,,i,y,,,f,f,,d,a,p
3.64,f,t,n,f,x,c,p,5.64,3.96,,i,n,,,f,f,,g,a,p
44.62,o,y,y,f,p,,y,5.61,30.29,,k,n,,,f,f,,d,s,e
4.19,s,w,u,f,a,c,g,6.86,7.35,,s,u,,,f,f,,l,a,p
1.0,x,g,w,f,a,d,w,2.94,1.56,,,e,,,f,f,,l,a,p
7.74,x,t,e,f,x,d,w,5.35,17.62,b,,w,,,f,f,,d,u,p
4.54,f,h,o,f,a,d,w,6.66,4.54,,s,n,,,f,f,,d,s,e
4.14,c,t,n,f,e,,w,12.0,11.34,,s,w,u,w,f,f,,d,a,e
13.25,s,,w,t,d,c,w,6.92,26.62,,,w,,,f,f,,d,a,e
11.97,x,t,n,t,d,c,n,6.28,14.29,,,n,,,f,f,,d,u,p
2.98,x,d,n,f,p,,e,4.69,10.29,,,y,,,f,f,,d,a,e
6.08,f,s,n,f,s,c,w,5.32,8.5,b,i,n,,,f,f,,l,u,e
3.97,f,d,n,t,d,c,p,5.63,7.65,,,n,,,f,f,,d,a,e
9.52,x,h,n,t,p,,n,8.05,16.79,,,n,,w,t,p,,d,u,e
3.77,x,k,w,f,s,,p,3.83,2.9,,,n,,,f,f,p,g,u,p
5.23,f,k,y,f,p,,n,3.48,4.64,,k,n,,,t,f,,d,u,p
8.17,x,l,w,f,d,,p,3.74,11.12,,,w,,,f,f,,d,a,e
13.14,p,y,w,f,,,w,17.81,17.34,s,,n,,,t,m,,m,u,e
7.03,x,,e,f,x,c,w,7.66,19.24,,s,w,,,f,f,,d,u,e
9.36,f,h,r,f,,c,w,10.57,14.57,,,w,u,w,t,p,,d,u,p
10.19,s,,n,f,,,w,5.23,24.79,,,n,,,f,f,,d,a,e
12.14,x,e,n,t,p,,y,10.18,30.5,c,,y,,,f,f,,d,u,p
5.86,b,y,n,f,,,g,10.33,12.34,,s,w,,,t,z,,g,u,p
14.26,x,d,o,f,p,,y,4.66,31.88,,,n,,,f,f,,d,w,p
4.02,s,,u,f,a,,w,4.86,7.11,,,y,,,f,f,,d,u,p
4.93,c,k,w,t,x,c,y,6.64,11.73,,,w,,,f,f,,g,u,p
11.47,x,s,n,f,d,d,w,7.66,12.97,,i,n,,,t,,w,d,a,e
1.23,s,s,y,f,f,f,f,3.57,6.22,,,y,,,f,f,,d,u,p
5.33,x,e,e,f,a,,g,7.62,9.72,,,y,,w,t,z,,d,a,p
1.67,x,g,n,f,d,d,n,2.39,2.73,,s,n,,,f,f,,d,u,p
2.66,x,y,o,f,a,,o,3.3,6.1,,,o,,,f,f,,m,a,p
5.9,f,t,n,f,s,,y,8.39,13.4,,i,o,,,f,f,,d,a,e
3.88,x,s,w,f,d,d,w,3.78,6.43,,,w,,,f,f,,m,a,e
2.36,x,g,n,f,a,,p,7.17,2.69,,,n,,,f,f,,d,a,p
2.56,x,g,e,f,a,,p,6.88,2.48,,,n,,,f,f,,d,a,p
5.56,x,s,e,f,e,,k,6.71,6.84,,,k,,,f,f,,g,u,p
7.79,x,e,n,f,a,,n,9.65,11.86,s,,n,,e,f,f,,h,a,p
4.18,f,t,n,f,x,c,p,5.81,4.85,,i,n,,,f,f,,d,u,p
13.17,f,g,n,f,p,,y,6.02,43.81,,,n,,,f,f,,d,a,p
9.82,f,,n,t,,,w,10.67,14.94,b,,w,u,w,t,g,,d,a,e
5.94,b,s,g,f,,,g,6.46,10.81,,s,w,,,t,z,,d,s,p
17.31,f,s,n,f,d,c,y,6.07,33.57,,k,k,,,f,f,,d,u,p
3.99,x,s,y,f,,c,r,8.67,7.86,,,y,u,w,t,z,r,d,s,p
7.33,p,g,n,f,e,,w,8.65,15.49,,y,w,u,w,t,p,,d,a,p
4.58,x,,y,f,a,c,y,3.45,8.27,,,w,,,f,f,,d,a,e
6.14,x,t,e,f,x,,w,10.15,5.25,r,g,n,,,f,f,,d,a,p
6.13,x,s,n,t,s,d,r,6.1,13.12,r,i,w,,,f,f,,d,u,p
6.46,f,h,e,f,x,d,w,5.26,14.9,b,,w,,,f,f,,d,a,p
13.96,s,e,g,f,d,c,w,8.55,23.66,s,,w,,,f,f,,d,a,e
8.42,f,h,o,f,s,,y,8.39,11.31,,i,n,,,f,f,,d,a,e
3.86,f,,u,f,a,,w,4.58,7.37,,,w,,,f,f,,d,a,p
5.16,f,s,b,f,x,c,w,6.44,9.47,,s,n,,,f,f,,l,a,e
6.36,p,y,g,f,,,w,11.19,13.14,,s,w,,,t,z,,g,a,p
8.8,x,s,e,f,a,d,w,9.46,14.49,,i,n,,,t,,w,d,u,e
3.41,s,w,u,f,a,c,g,6.23,5.96,,s,u,,,f,f,,l,u,p
4.75,f,l,n,f,x,d,e,6.53,5.44,,,y,,,f,f,,d,a,p
6.1,x,t,n,f,p,d,y,6.56,12.37,,s,n,,,f,f,,h,a,e
9.54,f,y,y,f,s,c,y,6.44,17.55,,y,e,,,f,f,,d,a,p
8.28,f,w,y,f,f,f,f,6.9,17.3,,,y,,,f,f,,d,u,e
2.95,b,y,n,f,,c,n,5.89,3.09,,,w,,,f,f,,d,a,e
4.16,f,t,n,f,x,c,p,6.52,4.91,,i,n,,,f,f,,d,u,p
2.51,x,,w,f,x,c,p,8.04,3.99,,,n,,,f,f,,l,u,p
7.86,x,,w,f,e,,w,5.99,11.89,b,,y,u,y,t,g,,d,a,e
22.06,f,s,e,f,p,,y,5.58,35.3,,,n,,,f,f,,d,w,p
9.01,x,,u,t,x,,n,9.23,20.75,s,,u,,u,f,f,,d,a,p
2.41,b,d,p,f,a,,r,4.81,5.74,,t,y,,,f,f,,d,u,p
11.38,x,e,y,f,x,c,w,7.06,21.88,,,w,,,f,f,,d,u,e
5.91,x,e,e,f,a,,y,7.14,9.73,,,e,,w,t,z,,d,a,p
5.53,p,y,w,f,e,c,p,5.22,11.51,,,w,,w,t,e,,g,u,e
5.12,o,,w,f,f,f,f,7.19,35.99,,g,w,,,t,f,,d,u,p
3.04,b,g,g,f,a,d,g,4.82,3.1,,s,g,,,f,f,,d,s,e
3.85,o,s,n,f,,c,w,0.0,0.0,f,f,f,,,f,f,n,d,u,p
2.24,f,w,o,t,d,c,y,2.52,5.29,,,n,,,f,f,,d,a,p
5.32,f,h,r,f,,c,w,10.62,14.11,,,w,u,w,t,g,,d,u,p
8.62,f,y,u,f,s,c,y,6.6,17.0,,y,y,,,f,f,,d,a,p
1.33,x,s,y,f,f,f,f,4.1,6.09,,,y,,,f,f,,d,a,p
20.55,f,s,n,f,p,,y,6.23,46.38,,,n,,,f,f,,d,a,p
10.97,f,s,y,f,x,,n,8.04,21.58,,,w,,,f,f,,d,u,e
0.61,x,,o,f,d,,o,4.49,0.87,,,y,,,f,f,w,g,u,p
10.52,x,e,y,t,p,,e,10.01,28.96,,,e,,,f,f,,d,a,p
2.65,x,t,n,f,s,c,p,5.35,6.62,,,w,,n,t,z,,d,a,p
6.38,f,h,g,f,s,d,g,5.17,10.29,,s,g,,,f,f,,d,a,e
1.46,x,k,n,f,,,n,3.62,1.36,,,n,,,f,f,,d,s,p
4.74,o,,w,f,f,f,f,5.59,31.78,,g,w,,,t,f,,d,u,p
15.87,f,e,g,f,a,c,w,8.66,25.8,s,,w,,,f,f,,l,w,e
4.62,x,,l,f,d,,r,6.47,7.47,,,l,,,f,f,,d,u,e
1.13,p,g,g,f,,,g,2.84,1.39,,,w,,,f,f,,d,w,e
4.4,x,s,w,f,d,d,w,3.65,6.92,,,w,,,f,f,,g,w,e
16.39,f,t,k,f,a,d,y,5.42,18.04,,,w,,,f,f,w,d,w,e
4.01,s,,n,f,f,f,f,6.17,8.35,,,y,,,f,f,,d,a,e
1.58,x,g,y,f,d,d,n,1.91,2.37,,s,n,,,f,f,,h,u,p
2.23,s,,n,f,f,f,f,6.46,6.82,,,y,,,f,f,,d,a,e
7.79,b,y,n,f,,,p,17.05,18.1,,,w,,,f,f,,d,a,p
3.75,x,s,o,f,a,c,o,4.58,6.77,,,e,,,f,f,,g,w,e
16.59,x,d,o,f,p,,w,15.44,35.21,s,y,w,,,f,f,,d,a,e
6.57,c,t,n,f,e,,w,11.11,11.84,,s,w,u,w,f,f,,d,a,e
5.7,x,s,w,f,e,c,k,4.71,11.66,,,w,,w,t,e,,g,u,e
8.29,x,i,y,f,a,c,n,8.4,8.2,,i,n,,k,t,z,k,g,u,p
8.63,x,i,n,f,a,c,n,8.81,9.12,,i,n,,k,t,z,k,g,a,p
9.03,f,,w,f,x,c,w,10.48,12.32,r,i,w,,,f,f,,h,u,p
